0	1	1	1	0	0	0	0	0	0	0	0	0	0
1	0	1	0	0	0	0	1	0	0	0	0	0	0
1	1	0	0	0	1	0	0	0	0	0	0	0	0
1	0	0	0	1	0	0	0	1	0	0	0	0	0
0	0	0	1	0	1	1	0	0	0	0	0	0	0
0	0	1	0	1	0	0	0	0	1	0	0	1	0
0	0	0	0	1	0	0	1	0	0	0	0	0	0
0	1	0	0	0	0	1	0	0	0	1	0	0	0
0	0	0	1	0	0	0	0	0	0	0	1	0	1
0	0	0	0	0	1	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	1	0	1	0	1	0	1
0	0	0	0	0	0	0	0	1	0	1	0	1	0
0	0	0	0	0	1	0	0	0	0	0	1	0	1
0	0	0	0	0	0	0	0	1	0	1	0	1	0

0	11	8	13	0	0	0	0	0	0	0	0	0	0
11	0	11	0	0	0	0	5	0	0	0	0	0	0
8	11	0	0	0	6	0	0	0	0	0	0	0	0
13	0	0	0	11	0	0	0	7	0	0	0	0	0
0	0	0	11	0	9	12	0	0	0	0	0	0	0
0	0	6	0	9	0	0	0	0	9	0	0	11	0
0	0	0	0	12	0	0	10	0	0	0	0	0	0
0	5	0	0	0	0	10	0	0	0	5	0	0	0
0	0	0	7	0	0	0	0	0	0	0	7	0	9
0	0	0	0	0	9	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	5	0	11	0	12	0	12
0	0	0	0	0	0	0	0	7	0	12	0	7	0
0	0	0	0	0	11	0	0	0	0	0	7	0	14
0	0	0	0	0	0	0	0	9	0	12	0	14	0

0	5	1	1	0	0	0	0	0	0	0	0	0	0
5	0	1	0	0	0	0	1	0	0	0	0	0	0
1	1	0	0	0	2	0	0	0	0	0	0	0	0
1	0	0	0	4	0	0	0	3	0	0	0	0	0
0	0	0	4	0	1	5	0	0	0	0	0	0	0
0	0	2	0	1	0	0	0	0	3	0	0	1	0
0	0	0	0	5	0	0	1	0	0	0	0	0	0
0	1	0	0	0	0	1	0	0	0	4	0	0	0
0	0	0	3	0	0	0	0	0	0	0	4	0	5
0	0	0	0	0	3	0	0	0	0	4	0	0	0
0	0	0	0	0	0	0	4	0	4	0	5	0	1
0	0	0	0	0	0	0	0	4	0	5	0	1	0
0	0	0	0	0	1	0	0	0	0	0	1	0	1
0	0	0	0	0	0	0	0	5	0	1	0	1	0

0	96	100	96	0	0	0	0	0	0	0	0	0	0
96	0	98	0	0	0	0	96	0	0	0	0	0	0
100	98	0	0	0	96	0	0	0	0	0	0	0	0
96	0	0	0	96	0	0	0	95	0	0	0	0	0
0	0	0	96	0	99	95	0	0	0	0	0	0	0
0	0	96	0	99	0	0	0	0	97	0	0	100	0
0	0	0	0	95	0	0	96	0	0	0	0	0	0
0	96	0	0	0	0	96	0	0	0	95	0	0	0
0	0	0	95	0	0	0	0	0	0	0	97	0	99
0	0	0	0	0	97	0	0	0	0	95	0	0	0
0	0	0	0	0	0	0	95	0	95	0	100	0	98
0	0	0	0	0	0	0	0	97	0	100	0	98	0
0	0	0	0	0	100	0	0	0	0	0	98	0	95
0	0	0	0	0	0	0	0	99	0	98	0	95	0

0	1	11	41	0	0	0	0	0	0	0	0	0	0
1	0	31	0	0	0	0	26	0	0	0	0	0	0
11	31	0	0	0	26	0	0	0	0	0	0	0	0
41	0	0	0	0	0	0	0	20	0	0	0	0	0
0	0	0	0	0	34	1	0	0	0	0	0	0	0
0	0	26	0	34	0	0	0	0	18	0	0	28	0
0	0	0	0	1	0	0	38	0	0	0	0	0	0
0	26	0	0	0	0	38	0	0	0	37	0	0	0
0	0	0	20	0	0	0	0	0	0	0	15	0	14
0	0	0	0	0	18	0	0	0	0	31	0	0	0
0	0	0	0	0	0	0	37	0	31	0	17	0	34
0	0	0	0	0	0	0	0	15	0	17	0	48	0
0	0	0	0	0	28	0	0	0	0	0	48	0	39
0	0	0	0	0	0	0	0	14	0	34	0	39	0
