0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0

0	11	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	0	14	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	14	0	11	7	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	11	0	14	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	7	14	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	5	0	0	0	0	12	0	15	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	15	6	0	12	0	14	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	10	0	14	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	15	9	0	0	7	6	8	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	5	7	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	12	0	0	6	0	0	6	0	0	7	0	0	0	5	0	0	0	0	0
0	0	0	0	0	0	0	0	8	0	6	0	10	0	0	5	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	6	0	10	0	12	0	0	13	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	5	0	0	12	0	0	0	0	15	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	14	0	0	0	5	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	5	0	0	14	0	7	0	0	0	11	6	0	0
0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	7	0	14	0	0	0	6	13	0
0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	14	0	0	0	0	0	0	15
0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	14	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	14	0	10	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	10	0	6	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	6	0	12	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	12	0	7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	7	0

0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	1	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2	0	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	5	1	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
