0	0	0	0	0	0	0	0	0	1	0	1	1	1
0	0	1	0	0	0	0	0	1	0	0	0	0	0
0	1	0	1	0	0	0	0	0	1	0	0	1	0
0	0	1	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	1	0	0	0
0	0	0	0	0	0	0	0	1	1	0	0	0	0
0	0	0	1	0	0	0	0	0	0	1	0	0	0
0	0	0	0	1	0	0	0	0	1	0	0	0	0
0	1	0	0	0	1	0	0	0	0	0	0	0	0
1	0	1	0	0	1	0	1	0	0	0	0	0	0
0	0	0	0	1	0	1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	1	1
1	0	1	0	0	0	0	0	0	0	0	1	0	0
1	0	0	0	0	0	0	0	0	0	0	1	0	0

0	0	0	0	0	0	0	0	0	13	0	6	10	11
0	0	10	0	0	0	0	0	13	0	0	0	0	0
0	10	0	8	0	0	0	0	0	13	0	0	6	0
0	0	8	0	0	0	15	0	0	0	0	0	0	0
0	0	0	0	0	0	0	11	0	0	12	0	0	0
0	0	0	0	0	0	0	0	13	5	0	0	0	0
0	0	0	15	0	0	0	0	0	0	13	0	0	0
0	0	0	0	11	0	0	0	0	6	0	0	0	0
0	13	0	0	0	13	0	0	0	0	0	0	0	0
13	0	13	0	0	5	0	6	0	0	0	0	0	0
0	0	0	0	12	0	13	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0	13	13
10	0	6	0	0	0	0	0	0	0	0	13	0	0
11	0	0	0	0	0	0	0	0	0	0	13	0	0

0	0	0	0	0	0	0	0	0	1	0	1	1	1
0	0	1	0	0	0	0	0	1	0	0	0	0	0
0	1	0	1	0	0	0	0	0	1	0	0	1	0
0	0	1	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	1	0	0	0
0	0	0	0	0	0	0	0	1	1	0	0	0	0
0	0	0	1	0	0	0	0	0	0	1	0	0	0
0	0	0	0	1	0	0	0	0	1	0	0	0	0
0	1	0	0	0	1	0	0	0	0	0	0	0	0
1	0	1	0	0	1	0	1	0	0	0	0	0	0
0	0	0	0	1	0	1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	1	1
1	0	1	0	0	0	0	0	0	0	0	1	0	0
1	0	0	0	0	0	0	0	0	0	0	1	0	0

0	0	0	0	0	0	0	0	0	1	0	1	1	1
0	0	1	0	0	0	0	0	1	0	0	0	0	0
0	1	0	1	0	0	0	0	0	1	0	0	1	0
0	0	1	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	1	0	0	0
0	0	0	0	0	0	0	0	1	1	0	0	0	0
0	0	0	1	0	0	0	0	0	0	1	0	0	0
0	0	0	0	1	0	0	0	0	1	0	0	0	0
0	1	0	0	0	1	0	0	0	0	0	0	0	0
1	0	1	0	0	1	0	1	0	0	0	0	0	0
0	0	0	0	1	0	1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	1	1
1	0	1	0	0	0	0	0	0	0	0	1	0	0
1	0	0	0	0	0	0	0	0	0	0	1	0	0
